Date/Time,Glazing,Walls,Ceilings (int),Floors (int),Ground Floors,Partitions (int),Roofs,Floors (ext),Internal Natural vent.,Sensible Cooling,Mech Vent + Nat Vent + Infiltration,External Infiltration,Total Cooling,General Lighting,Miscellaneous,Catering Gains,Computer + Equip,Occupancy,Solar Gains Exterior Windows,Zone Sensible Cooling,Air Temperature,Radiant Temperature,Operative Temperature,Heat Recovery Sensible Cooling,Heat Recovery Total Cooling,Room Electricity,Room Gas,Lighting,Cooling (Electricity),DHW (Gas),Exterior lighting,Outside Dry-Bulb Temperature
,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,ac/h,kW,kW,kW,kW,kW,kW,kW,kW,kW,°C,°C,°C,kW,kW,kW,kW,kW,kW,kW,kW,°C
8/17/2002 1:00,-0.061592,1.169969,0.398016,0.347216,-0.346689,0.044505,-0.062866,0.022108,0,-1.711524,9.22E-02,0.046047,-1.711524,0,0,0,0,0,0,-1.711524,28,29.09916,28.54958,0,0,0,0,0,0.380339,0,0,29.9
8/17/2002 2:00,-0.117104,1.148516,0.379035,0.329237,-0.336976,0.04454,-0.100287,0.019672,0,-1.465397,0.0603926,0.016075,-1.465397,0,0,0,0,0,0,-1.465398,28,29.01311,28.50656,0,0,0,0,0,0.325644,0,0,28.95
8/17/2002 3:00,-0.190036,1.126596,0.371227,0.32125,-0.325474,0.047493,-0.14424,0.015535,0,-0.635669,5.48698,-0.000348,-0.635669,0,0,0,0,0,0,-1.214461,28,28.91857,28.45928,0,0,0,0,0,0.14126,0,0,27.85
8/17/2002 4:00,-0.214154,1.094717,0.356531,0.313167,-0.317335,0.046092,-0.194317,0.007872,0,0,5.182281,-0.007293,0,0,0,0,0,0,0,-1.021772,28,28.82977,28.41488,0,0,0,0,0,0,0,0,27.225
8/17/2002 5:00,-0.204844,1.039686,0.320475,0.28632,-0.317953,0.035784,-0.229546,-0.001821,0,0,3.79133,-0.010882,0,0,0,0,0,0,6.05E-02,-0.8939448,28,28.75879,28.37939,0,0,0,0,0,0,0,0,27.1
8/17/2002 6:00,-0.046957,0.726189,-0.046899,-0.263349,-0.532248,-0.083863,-0.357555,-0.049194,0,0,5.421303,-0.00758,0,0,0,0,0,0,1.891485,-1.063389,28,28.88197,28.44098,0,0,0,0,0,0,0,0,27.25
8/17/2002 7:00,-0.039131,0.591761,-0.150271,-0.061784,-0.451426,-0.086883,-0.231537,-0.012303,0,-0.216901,12.74659,-0.002021,-0.216901,0,0,0,0,0,1.73588,-1.216928,28,28.94501,28.4725,0,0,0,0,0,0.0482,0,0,27.675
8/17/2002 8:00,0.07248,0.321296,-0.39464,-0.235919,-0.533526,-0.144212,-0.026438,-0.016169,0,-1.561311,1.57E-02,0.00197,-1.561311,0,0,0,0,0,2.548429,-1.561311,28,29.12471,28.56236,0,0,0,0,0,0.346957,0,0,28.4
8/17/2002 9:00,0.205788,0.020718,-0.645122,-0.490399,-0.61463,-0.191505,0.334899,0.007063,0,-2.175896,5.89E-02,0.024056,-2.175896,0,0,0,0,0,3.485932,-2.175895,28,29.40566,28.70283,0,0,0,0,0,0.483534,0,0,29.5
8/17/2002 10:00,0.308307,-0.227163,-0.82036,-0.695387,-0.672488,-0.203539,0.756775,0.042767,0,-2.936758,0.1036082,0.074742,-2.936758,0,0,0,0,0,4.24232,-2.936758,28,29.71634,28.85817,0,0,0,0,0,0.652614,0,0,30.7
8/17/2002 11:00,0.442815,-0.376685,-0.901039,-0.795585,-0.705531,-0.182139,1.076533,0.074938,0,-3.949403,0.310063,0.359495,-3.949403,0,0,0,0,0,4.71533,-3.949403,28,29.99824,28.99912,0,0,0,0,0,0.877645,0,0,32.275
8/17/2002 12:00,0.567416,-0.405679,-0.874278,-0.762894,-0.710846,-0.133464,1.209015,0.092286,0,-4.989042,0.5362203,0.82066,-4.989042,0,0,0,0,0,4.846148,-4.989042,28,30.2027,29.10135,0,0,0,0,0,1.108676,0,0,33.75
8/17/2002 13:00,0.652472,-0.337956,-0.756305,-0.62661,-0.69446,-0.076149,1.21346,0.101768,0,-5.748672,0.6509209,1.194373,-5.748672,0,0,0,0,0,4.624933,-5.748672,28,30.32788,29.16394,0,0,0,0,0,1.277482,0,0,34.925
8/17/2002 14:00,0.703485,-0.202584,-0.568295,-0.43579,-0.659495,-0.019725,1.179712,0.111265,0,-6.13218,0.6516071,1.356845,-6.13218,0,0,0,0,0,4.073657,-6.132179,28,30.38816,29.19408,0,0,0,0,0,1.362705,0,0,35.875
8/17/2002 15:00,0.703202,-0.013537,-0.327727,-0.217653,-0.607322,0.034605,1.126197,0.121019,0,-6.170603,0.6056324,1.357525,-6.170603,0,0,0,0,0,3.270712,-6.170603,28,30.38108,29.19054,0,0,0,0,0,1.371245,0,0,36.475
8/17/2002 16:00,0.652011,0.220455,-0.050245,0.012487,-0.539513,0.086295,1.051138,0.128728,0,-5.975014,0.580859,1.32262,-5.975014,0,0,0,0,0,2.274705,-5.975013,28,30.30434,29.15217,0,0,0,0,0,1.32778,0,0,36.6
8/17/2002 17:00,0.494978,0.447825,0.189162,0.142302,-0.502524,0.114639,0.927367,0.120861,0,-5.031942,0.3506816,0.735606,-5.031942,0,0,0,0,0,1.55979,-5.031943,28,30.1747,29.08735,0,0,0,0,0,1.118209,0,0,35.85
8/17/2002 18:00,0.354873,0.588781,0.289152,0.052231,-0.5234,0.099692,0.744983,0.103215,0,-4.293364,0.1679137,0.304274,-4.293364,0,0,0,0,0,1.564413,-4.293365,28,30.07335,29.03668,0,0,0,0,0,0.954081,0,0,34.85
8/17/2002 19:00,0.113335,0.906019,0.591059,0.524715,-0.337233,0.162967,0.644054,0.12645,0,-3.642364,0.1564111,0.24176,-3.642364,0,0,0,0,0,0,-3.642364,28,29.82909,28.91455,0,0,0,0,0,0.809414,0,0,33.85
8/17/2002 20:00,0.060562,1.028055,0.582777,0.517825,-0.356992,0.121578,0.385899,0.088233,0,-3.083674,0.1424766,0.174159,-3.083674,0,0,0,0,0,0,-3.083674,28,29.64573,28.82287,0,0,0,0,0,0.685261,0,0,32.625
8/17/2002 21:00,0.017435,1.116802,0.547955,0.500483,-0.354664,0.093181,0.190939,0.069031,0,-2.663894,0.1413115,0.132115,-2.663894,0,0,0,0,0,0,-2.663894,28,29.49594,28.74797,0,0,0,0,0,0.591976,0,0,31.55
8/17/2002 22:00,-0.018894,1.167113,0.505693,0.466824,-0.350335,0.072685,0.082617,0.050997,0,-2.334282,0.1252509,0.091802,-2.334282,0,0,0,0,0,0,-2.334282,28,29.37632,28.68816,0,0,0,0,0,0.518729,0,0,30.775
8/17/2002 23:00,-0.054491,1.186967,0.466007,0.423555,-0.344392,0.059254,0.031884,0.037028,0,-2.078169,0.1083114,0.063513,-2.078169,0,0,0,0,0,0,-2.078169,28,29.27798,28.63899,0,0,0,0,0,0.461814,0,0,30.225
8/18/2002,-0.088186,1.18855,0.432511,0.385702,-0.337249,0.052113,-0.009206,0.028408,0,-1.848803,8.39E-02,0.037944,-1.848803,0,0,0,0,0,0,-1.848804,28,29.18715,28.59357,0,0,0,0,0,0.410846,0,0,29.725
8/18/2002 1:00,-0.117918,1.178993,0.405072,0.360489,-0.329512,0.048933,-0.063771,0.023044,0,-1.635901,6.88E-02,0.021963,-1.635901,0,0,0,0,0,0,-1.635901,28,29.09609,28.54805,0,0,0,0,0,0.363533,0,0,29.225
8/18/2002 2:00,-0.183022,1.165748,0.39029,0.351151,-0.319025,0.050266,-0.125911,0.018997,0,-0.955349,7.87895,0.002023,-0.955349,0,0,0,0,0,0,-1.369541,28,28.99674,28.49837,0,0,0,0,0,0.2123,0,0,28.125
8/18/2002 3:00,-0.224434,1.143203,0.375498,0.344201,-0.309906,0.049762,-0.186898,0.012117,0,0,6.435642,-0.007374,0,0,0,0,0,0,0,-1.14071,28,28.89923,28.44961,0,0,0,0,0,0,0,0,27.275
8/18/2002 4:00,-0.237542,1.109724,0.356749,0.333534,-0.302795,0.047057,-0.237475,0.003864,0,0,3.314977,-0.0148,0,0,0,0,0,0,0,-0.9627437,28,28.80985,28.40493,0,0,0,0,0,0,0,0,26.875
8/18/2002 5:00,-0.221629,1.065619,0.333703,0.318291,-0.297751,0.042567,-0.277261,-0.003246,0,0,3.370079,-0.011942,0,0,0,0,0,0,0,-0.8521674,28,28.73126,28.36563,0,0,0,0,0,0,0,0,27.025
8/18/2002 6:00,-0.025333,0.743978,-0.053253,-0.237112,-0.518706,-0.08508,-0.432817,-0.053153,0,0,8.085671,-0.004426,0,0,0,0,0,0,1.872105,-1.043069,28,28.85331,28.42665,0,0,0,0,0,0,0,0,27.475
8/18/2002 7:00,0.000175,0.599875,-0.165378,-0.045176,-0.440825,-0.091232,-0.295478,-0.014955,0,-1.11981,7.862793,0.000727,-1.11981,0,0,0,0,0,1.724864,-1.223539,28,28.92469,28.46235,0,0,0,0,0,0.248847,0,0,28.125
8/18/2002 8:00,0.122512,0.316215,-0.415423,-0.234359,-0.524501,-0.150427,-0.052986,-0.016704,0,-1.610966,4.32E-02,0.012172,-1.610966,0,0,0,0,0,2.538792,-1.610966,28,29.11957,28.55979,0,0,0,0,0,0.357992,0,0,29.05
8/18/2002 9:00,0.243014,0.012592,-0.662643,-0.493965,-0.604306,-0.194399,0.326213,0.009533,0,-2.234959,7.44E-02,0.04038,-2.234959,0,0,0,0,0,3.476136,-2.234958,28,29.40583,28.70292,0,0,0,0,0,0.496658,0,0,30.05
8/18/2002 10:00,0.339948,-0.23415,-0.835203,-0.694523,-0.662024,-0.204577,0.742395,0.045287,0,-2.974154,0.1048755,0.08447,-2.974154,0,0,0,0,0,4.233235,-2.974155,28,29.71538,28.85769,0,0,0,0,0,0.660923,0,0,31.05
8/18/2002 11:00,0.418474,-0.382645,-0.906527,-0.792072,-0.693238,-0.181477,1.083391,0.077359,0,-3.769217,0.188023,0.202802,-3.769217,0,0,0,0,0,4.709,-3.769217,28,29.99455,28.99727,0,0,0,0,0,0.837604,0,0,32.05
8/18/2002 12:00,0.479504,-0.412515,-0.867203,-0.764889,-0.695932,-0.132165,1.265407,0.096065,0,-4.505204,0.3064446,0.404436,-4.505204,0,0,0,0,0,4.838363,-4.505204,28,30.19981,29.0999,0,0,0,0,0,1.001156,0,0,32.975
8/18/2002 13:00,0.535597,-0.345044,-0.740968,-0.63615,-0.678122,-0.075104,1.309289,0.105621,0,-5.135393,0.4190038,0.660345,-5.135393,0,0,0,0,0,4.612904,-5.135393,28,30.3279,29.16395,0,0,0,0,0,1.141199,0,0,33.95
8/18/2002 14:00,0.582658,-0.208093,-0.550447,-0.447951,-0.643437,-0.019451,1.286637,0.113746,0,-5.578971,0.4780508,0.877493,-5.578971,0,0,0,0,0,4.061073,-5.578971,28,30.38941,29.1947,0,0,0,0,0,1.239771,0,0,34.95
8/18/2002 15:00,0.579701,-0.019674,-0.309917,-0.234046,-0.592232,0.033677,1.247418,0.123158,0,-5.633808,0.4423933,0.884881,-5.633808,0,0,0,0,0,3.25751,-5.633809,28,30.38616,29.19308,0,0,0,0,0,1.251958,0,0,35.575
8/18/2002 16:00,0.55097,0.213534,-0.035483,-0.009595,-0.526054,0.084504,1.177959,0.130408,0,-5.482666,0.413083,0.863741,-5.482666,0,0,0,0,0,2.257356,-5.482665,28,30.31539,29.15769,0,0,0,0,0,1.21837,0,0,35.925
8/18/2002 17:00,0.477138,0.437591,0.189718,0.112217,-0.493235,0.110481,1.03703,0.12153,0,-5.118345,0.3880155,0.78829,-5.118345,0,0,0,0,0,1.540499,-5.118345,28,30.19706,29.09853,0,0,0,0,0,1.13741,0,0,35.7
8/18/2002 18:00,0.428373,0.583798,0.277765,0.028405,-0.516566,0.096841,0.794817,0.102183,0,-4.750021,0.3610917,0.682003,-4.750021,0,0,0,0,0,1.540222,-4.750022,28,30.09851,29.04926,0,0,0,0,0,1.05556,0,0,35.15
8/18/2002 19:00,0.237396,0.902983,0.567328,0.509501,-0.334681,0.159206,0.634649,0.12174,0,-3.980979,0.2988004,0.494035,-3.980979,0,0,0,0,0,0,-3.980979,28,29.85367,28.92684,0,0,0,0,0,0.884663,0,0,34.25
8/18/2002 20:00,0.100216,1.030525,0.572544,0.518163,-0.351058,0.122072,0.385552,0.0824,0,-3.179741,0.1857,0.232849,-3.179741,0,0,0,0,0,0,-3.17974,28,29.66148,28.83074,0,0,0,0,0,0.706609,0,0,32.65
8/18/2002 21:00,-0.043562,1.125255,0.557444,0.507216,-0.343791,0.098905,0.216045,0.06409,0,-2.576069,0.0966308,0.077795,-2.576069,0,0,0,0,0,0,-2.57607,28,29.49925,28.74963,0,0,0,0,0,0.57246,0,0,31
8/18/2002 22:00,-0.157512,1.191452,0.535762,0.491481,-0.333344,0.085667,0.074904,0.048925,0,-2.120921,0.0558152,0.021288,-2.120921,0,0,0,0,0,0,-2.120921,28,29.35106,28.67553,0,0,0,0,0,0.471315,0,0,29.4
8/18/2002 23:00,-0.254738,1.233156,0.513934,0.479617,-0.321601,0.078098,-0.05191,0.034837,0,-0.907882,4.417628,-0.000374,-0.907882,0,0,0,0,0,0,-1.722228,28,29.20909,28.60455,0,0,0,0,0,0.201752,0,0,27.725
8/19/2002,-0.339853,1.251959,0.493204,0.468558,-0.309694,0.072648,-0.152636,0.019445,0,0,3.019825,-0.029767,0,0,0,0,0,0,0,-1.350689,28,29.07402,28.53701,0,0,0,0,0,0,0,0,26.175
8/19/2002 1:00,-0.411733,1.249237,0.473824,0.451231,-0.297955,0.067969,-0.215425,0.003236,0,0,1.345713,-0.07767,0,0,0,0,0,0,0,-1.01018,28,28.94986,28.47493,0,0,0,0,0,0,0,0,24.9
8/19/2002 2:00,-0.533168,1.244,0.470841,0.445496,-0.281353,0.070824,-0.2716,-0.010686,-0.002802,0,0.6935813,-0.178727,0,0,0,0,0,0,0,-0.6541747,27.97447,28.8168,28.39564,0,0,0,0,0,0,0,0,23.4
8/19/2002 3:00,-0.657031,1.258749,0.504738,0.439371,-0.243555,0.087082,-0.313876,-0.028931,-0.018065,0,0.4796413,-0.347696,0,0,0,0,0,0,0,-0.3785345,27.86077,28.67585,28.26831,0,0,0,0,0,0,0,0,22.1
8/19/2002 4:00,-0.720849,1.285137,0.553514,0.416412,-0.199446,0.106392,-0.327245,-0.043244,-0.025344,0,0.4230686,-0.556339,0,0,0,0,0,0,0,-0.136083,27.72692,28.53413,28.13053,0,0,0,0,0,0,0,0,21.425
8/19/2002 5:00,-0.715566,1.281239,0.572354,0.379195,-0.176221,0.108005,-0.32369,-0.053164,-0.031356,0,0.3617584,-0.492585,0,0,0,0,0,0,0,-9.57E-02,27.64954,28.40293,28.02623,0,0,0,0,0,0,0,0,21.3
8/19/2002 6:00,-0.541725,0.957821,0.20986,-0.191707,-0.383225,-0.031981,-0.469158,-0.109283,-0.02768,0,0.351056,-0.386553,0,0,0,0,0,0,1.855939,-0.1736493,27.69189,28.47301,28.08245,0,0,0,0,0,0,0,0,21.525
8/19/2002 7:00,-0.457184,0.745242,0.064705,-0.021391,-0.332662,-0.075609,-0.383552,-0.08182,-0.017953,0,0.3576501,-0.269255,0,0,0,0,0,0,1.71464,-0.2409062,27.7902,28.5225,28.15635,0,0,0,0,0,0,0,0,22.35
8/19/2002 8:00,0.485622,0.640799,-0.157876,-0.244461,-0.279194,0.028208,-0.230037,-0.022226,-0.000983,-13.40941,11.05046,-0.523071,-13.40941,5.574343,0.0919296,0.1287014,3.864326,2.151603,1.418916,-14.91777,24.09383,28.81362,26.45372,-0.040784,-0.040784,4.028488,0.229824,5.574343,2.979868,0.420929,0,23.875
8/19/2002 9:00,0.751814,1.328385,0.526029,0.714499,-0.098714,0.250197,0.496161,0.019563,0,-17.48259,1.548101,0.043372,-17.48259,4.586561,0.0919296,0.1287014,3.864326,2.495142,1.965327,-17.29938,24.00001,28.52154,26.26078,-0.428741,-0.428741,4.028488,0.229824,4.586561,3.885018,0.420929,0,25.575
8/19/2002 10:00,1.058712,1.105981,0.455449,0.462474,-0.142818,0.09504,0.889959,0.05077,0,-17.30512,1.600747,0.130417,-17.30512,3.823879,0.0919296,0.1287014,3.864326,2.495147,2.414764,-16.93373,24,28.54057,26.27029,-0.87175,-0.87175,4.028488,0.229824,3.823879,3.845582,0.420929,0,27.2
8/19/2002 11:00,1.258544,0.930831,0.382362,0.236027,-0.164763,0.019789,1.295239,0.096716,0,-17.73451,1.663765,0.2618,-18.12801,3.48931,0.0919296,0.1287014,3.864326,2.495147,2.700642,-17.21743,24,28.60661,26.3033,-1.225343,-1.225343,4.028488,0.229824,3.48931,4.028446,0.420929,0,28.5
8/19/2002 12:00,1.389087,0.837252,0.342043,0.092578,-0.171134,0.003016,1.537606,0.127051,0,-18.35266,1.795912,0.542174,-18.46572,3.413836,0.0919296,0.1287014,3.864326,2.495147,2.781642,-17.69185,24,28.64197,26.32098,-1.571125,-1.571125,4.028488,0.229824,3.413836,4.103493,0.420929,0,29.775
8/19/2002 13:00,1.45302,0.817541,0.331861,0.040121,-0.167764,0.01319,1.56924,0.134228,0,-18.89707,1.886609,0.826715,-18.89707,3.541572,0.0919296,0.1287014,3.864326,2.495147,2.64463,-18.09409,24,28.62318,26.31159,-1.903893,-1.903893,4.028488,0.229824,3.541572,4.199349,0.420929,0,31
8/19/2002 14:00,1.461323,0.822284,0.320754,0.036653,-0.169823,0.019524,1.490864,0.1329,0,-19.54569,1.967511,1.163439,-19.54569,3.990799,0.0919296,0.1287014,3.864326,2.495147,2.309151,-18.58696,24,28.57387,26.28694,-2.270018,-2.270018,4.028488,0.229824,3.990799,4.343487,0.420929,0,32.35
8/19/2002 15:00,1.407429,0.820493,0.305889,0.054952,-0.173219,0.015118,1.3594,0.130295,0,-20.08563,1.96996,1.315804,-20.08563,4.828045,0.0919296,0.1287014,3.864326,2.495147,1.827981,-18.99712,24,28.51547,26.25774,-2.569118,-2.569118,4.028488,0.229824,4.828045,4.463475,0.420929,0,33.45
8/19/2002 16:00,1.201918,0.821914,0.284399,0.083311,-0.176625,0.01096,1.197996,0.130024,0,-20.24055,1.892268,1.20022,-20.24055,5.897197,0.0919296,0.1287014,3.864326,2.495147,1.265767,-19.07021,24,28.44949,26.22474,-2.759213,-2.759213,4.028488,0.229824,5.897197,4.497899,0.420929,0,34.15
8/19/2002 17:00,1.11636,0.852785,0.282218,0.126504,-0.17441,0.017048,1.017441,0.127039,0,-20.32801,1.845304,1.086767,-20.32801,6.806535,0.0919296,0.1287014,3.864326,2.495147,0.7646376,-19.15524,24,28.36362,26.18181,-2.776265,-2.776265,4.028488,0.229824,6.806535,4.517336,0.420929,0,34.225
8/19/2002 18:00,1.193271,0.88676,0.249983,0.145574,-0.179829,0.016425,0.788483,0.116534,0,-20.15618,1.792193,0.918451,-20.15618,7.357425,0.0919296,0.1287014,3.864326,2.495147,0.4677933,-19.02241,24,28.2944,26.1472,-2.686323,-2.686323,4.028488,0.229824,7.357425,4.479152,0.420929,0,33.9
8/19/2002 19:00,0.649768,0.981777,0.290624,0.230719,-0.158576,0.044338,0.577859,0.107797,0,-19.77337,1.758606,0.791537,-19.77337,8.208,0.0919296,0.1287014,3.864326,2.495147,0,-18.69179,24,28.15009,26.07504,-2.557788,-2.557788,4.028488,0.229824,8.208,4.394083,0.420929,0.1,33.425
8/19/2002 20:00,0.580606,1.048748,0.276345,0.24895,-0.161885,0.04364,0.368202,0.090178,0,-19.23165,1.730977,0.671937,-19.23165,8.208,0.0919296,0.1287014,3.864326,2.495147,0,-18.22116,24,28.04982,26.02491,-2.38292,-2.38292,4.028488,0.229824,8.208,4.273701,0.420929,0.1,32.775
8/19/2002 21:00,0.491173,1.096454,0.260194,0.253731,-0.162564,0.040704,0.213965,0.07926,0,-18.67034,1.703001,0.544098,-18.67034,8.208,0.0919296,0.1287014,3.864326,2.495147,0,-17.76304,24,27.96268,25.98134,-2.133752,-2.133752,4.028488,0.229824,8.208,4.148965,0.420929,0.1,31.85
8/19/2002 22:00,0.142969,1.693161,0.819178,0.970975,0.004747,0.255535,0.422848,0.117229,0.006554,-9.13547,0.9032151,0.29417,-9.13547,4.104,0.0459648,6.44E-02,1.932163,1.247573,0,-8.725232,25.30084,27.67885,26.48984,-0.965331,-0.965331,2.014244,0.114912,4.104,2.030104,0.210464,0.1,30.85
8/19/2002 23:00,0.100152,0.701715,0.273667,-0.164356,-0.268446,-0.17082,-0.152704,-0.005253,0.006553,0,6.00E-02,0.031771,0,0,0,0,0,0,0,0,27.28786,27.74113,27.51449,0,0,0,0,0,0,0,0,29.25
8/20/2002,-0.020455,0.734309,0.200925,-0.182166,-0.24254,-0.094719,-0.179136,0.028906,-0.002876,0,8.76E-02,0.00138,0,0,0,0,0,0,0,-7.71E-03,27.66957,27.78554,27.72756,0,0,0,0,0,0,0,0,27.825
8/20/2002 1:00,-0.080958,0.700091,0.160735,-0.18558,-0.242619,-0.05048,-0.248149,0.020796,-0.008705,0,0.1032323,-0.016431,0,0,0,0,0,0,0,-9.11E-03,27.7363,27.77938,27.75784,0,0,0,0,0,0,0,0,26.6
8/20/2002 2:00,-0.134041,0.727394,0.180329,-0.141686,-0.23247,-0.010202,-0.282341,0.012093,-0.011547,0,8.55E-02,-0.031166,0,0,0,0,0,0,0,0,27.6331,27.74661,27.68986,0,0,0,0,0,0,0,0,25.925
8/20/2002 3:00,-0.176851,0.741512,0.208585,-0.097031,-0.225877,0.01287,-0.297417,0.00199,-0.012254,0,8.97E-02,-0.042589,0,0,0,0,0,0,0,0,27.55274,27.70373,27.62823,0,0,0,0,0,0,0,0,25.425
8/20/2002 4:00,-0.225357,0.751291,0.239288,-0.052979,-0.218764,0.028634,-0.314944,-0.004519,-0.013707,0,9.59E-02,-0.059142,0,0,0,0,0,0,0,0,27.45278,27.64861,27.5507,0,0,0,0,0,0,0,0,24.775
8/20/2002 5:00,-0.375382,0.789034,0.304938,0.010325,-0.199631,0.053802,-0.323078,-0.008124,-0.022341,0,0.1267967,-0.133193,0,0,0,0,0,0,0,0,27.23818,27.56002,27.3991,0,0,0,0,0,0,0,0,22.875
8/20/2002 6:00,-0.342956,0.589293,0.04338,-0.459051,-0.380356,-0.038789,-0.460985,-0.063346,-0.028509,0,0.1451628,-0.196255,0,0,0,0,0,0,1.839143,0,27.12281,27.63392,27.37836,0,0,0,0,0,0,0,0,21.55
8/20/2002 7:00,-0.379066,0.474372,-0.025005,-0.245326,-0.306672,-0.060345,-0.346659,-0.043671,-0.028151,0,0.1474165,-0.210077,0,0,0,0,0,0,1.7017,0,27.14664,27.67885,27.41274,0,0,0,0,0,0,0,0,21.3
8/20/2002 8:00,0.534825,0.188103,-0.3942,-0.714259,-0.335167,-0.060127,-0.226134,-0.016192,-0.002275,-9.826163,10.24554,-0.817244,-9.946749,5.581503,0.0919296,0.1287014,3.864326,2.214874,1.413,-12.8422,24.09716,28.06564,26.0814,-0.013512,-0.013512,4.028488,0.229824,5.581503,2.210389,0.420929,0,23.4
8/20/2002 9:00,0.830651,0.742293,0.150379,0.084167,-0.203466,0.136341,0.495619,0.022625,0,-15.74246,1.553772,0.057182,-16.80746,4.591958,0.0919296,0.1287014,3.864326,2.495122,1.962127,-15.52827,24.00005,27.93379,25.96692,-0.517569,-0.517569,4.028488,0.229824,4.591958,3.73499,0.420929,0,25.9
8/20/2002 10:00,1.145434,0.59199,0.12767,-0.077875,-0.23959,0.033399,0.857658,0.049859,0,-15.97623,1.632499,0.192091,-16.46945,3.829913,0.0919296,0.1287014,3.864326,2.495145,2.41093,-15.53613,24,28.02523,26.01262,-1.048299,-1.048299,4.028488,0.229824,3.829913,3.659878,0.420929,0,27.85
8/20/2002 11:00,1.337248,0.482295,0.105192,-0.207112,-0.259268,-0.01537,1.175563,0.083737,0,-16.52298,1.717,0.356268,-16.8241,3.492995,0.0919296,0.1287014,3.864326,2.495147,2.696683,-15.96196,24,28.1315,26.06575,-1.333748,-1.333748,4.028488,0.229824,3.492995,3.738689,0.420929,0,28.9
8/20/2002 12:00,1.445143,0.435261,0.107078,-0.276144,-0.266055,-0.022571,1.376426,0.108107,0,-17.14235,1.82034,0.589278,-17.34076,3.419171,0.0919296,0.1287014,3.864326,2.495147,2.776102,-16.47099,24,28.20553,26.10277,-1.592087,-1.592087,4.028488,0.229824,3.419171,3.853502,0.420929,0,29.85
8/20/2002 13:00,1.48026,0.444822,0.133461,-0.284929,-0.262673,-0.009354,1.440731,0.120573,0,-17.76371,1.927802,0.878602,-18.0201,3.550577,0.0919296,0.1287014,3.864326,2.495147,2.634875,-16.98296,24,28.23385,26.11692,-1.844191,-1.844191,4.028488,0.229824,3.550577,4.004467,0.420929,0,30.775
8/20/2002 14:00,1.462332,0.473808,0.154238,-0.254848,-0.264822,-0.000558,1.405243,0.124872,0,-18.53927,2.04007,1.263378,-18.60507,4.004207,0.0919296,0.1287014,3.864326,2.495147,2.299753,-17.62941,24,28.22848,26.11424,-2.149456,-2.149456,4.028488,0.229824,4.004207,4.13446,0.420929,0,31.9
8/20/2002 15:00,1.391705,0.496794,0.167515,-0.205306,-0.267758,-0.001498,1.301154,0.122632,0,-19.16296,2.053525,1.437164,-19.16296,4.840105,0.0919296,0.1287014,3.864326,2.495147,1.82014,-18.14804,24,28.20608,26.10304,-2.394084,-2.394084,4.028488,0.229824,4.840105,4.258435,0.420929,0,32.8
